year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2011,12,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",396.00,34.00,13.90,0.68,6.53,0.00,12.89,0.00,0.00,1680.00,698.00,19.00,204.00,0.00,759.00
2011,12,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",42.00,4.00,3.09,0.00,0.91,0.00,0.00,0.00,0.00,93.00,75.00,0.00,18.00,0.00,0.00
2011,12,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,12,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",55.00,5.00,2.50,0.00,1.50,0.00,1.00,0.00,1.00,147.00,80.00,0.00,35.00,0.00,32.00
2011,12,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",31.00,5.00,1.25,0.00,1.00,0.00,2.74,0.00,0.00,332.00,92.00,0.00,39.00,0.00,201.00
2011,12,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",893.00,90.00,30.77,1.37,24.73,0.00,33.12,3.00,0.00,4434.00,1416.00,140.00,710.00,0.00,2168.00
2011,12,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",28.00,3.00,1.00,0.00,1.13,0.00,0.87,0.00,0.00,98.00,29.00,0.00,22.00,0.00,47.00
2011,12,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",89.00,18.00,4.26,0.24,6.80,0.00,6.70,0.00,1.00,646.00,259.00,15.00,153.00,0.00,219.00
2011,12,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",28.00,6.00,1.38,0.00,0.81,0.00,3.82,0.00,0.00,191.00,43.00,0.00,21.00,0.00,127.00
2011,12,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",26.00,2.00,1.00,0.00,0.56,0.00,0.44,0.00,0.00,60.00,35.00,0.00,14.00,0.00,11.00
2011,12,EV,Atlantic Southeast Airlines,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",53.00,5.00,2.41,0.00,0.04,0.08,2.48,0.00,0.00,567.00,273.00,0.00,5.00,9.00,280.00
2011,12,EV,Atlantic Southeast Airlines,ABY,"Albany, GA: Southwest Georgia Regional",86.00,20.00,7.47,0.00,2.59,0.00,9.94,0.00,0.00,1288.00,490.00,0.00,118.00,0.00,680.00
2011,12,EV,Atlantic Southeast Airlines,AEX,"Alexandria, LA: Alexandria International",116.00,26.00,15.06,0.00,2.96,0.00,7.98,0.00,0.00,1501.00,867.00,0.00,114.00,0.00,520.00
2011,12,EV,Atlantic Southeast Airlines,AGS,"Augusta, GA: Augusta Regional at Bush Field",208.00,38.00,17.64,0.43,1.82,0.00,18.11,0.00,0.00,2202.00,1265.00,18.00,97.00,0.00,822.00
2011,12,EV,Atlantic Southeast Airlines,ALB,"Albany, NY: Albany International",57.00,8.00,6.61,0.00,0.00,0.00,1.39,1.00,0.00,447.00,344.00,0.00,0.00,0.00,103.00
2011,12,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7994.00,1422.00,349.16,42.48,403.09,4.48,622.80,64.00,2.00,101737.00,33908.00,3269.00,18506.00,157.00,45897.00
2011,12,EV,Atlantic Southeast Airlines,ATW,"Appleton, WI: Appleton International",30.00,6.00,3.85,0.00,0.29,0.00,1.86,1.00,0.00,366.00,149.00,0.00,18.00,0.00,199.00
2011,12,EV,Atlantic Southeast Airlines,AVL,"Asheville, NC: Asheville Regional",231.00,41.00,16.41,1.81,6.71,0.00,16.07,2.00,2.00,2404.00,1134.00,103.00,206.00,0.00,961.00
2011,12,EV,Atlantic Southeast Airlines,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",72.00,7.00,1.80,0.00,2.39,0.00,2.81,0.00,0.00,458.00,69.00,0.00,118.00,0.00,271.00
2011,12,EV,Atlantic Southeast Airlines,BDL,"Hartford, CT: Bradley International",111.00,14.00,10.16,0.19,2.65,0.00,1.00,1.00,0.00,613.00,506.00,8.00,71.00,0.00,28.00
2011,12,EV,Atlantic Southeast Airlines,BGR,"Bangor, ME: Bangor International",31.00,5.00,2.00,0.00,1.00,0.00,2.00,1.00,0.00,300.00,246.00,0.00,15.00,0.00,39.00
2011,12,EV,Atlantic Southeast Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",173.00,14.00,7.89,0.00,1.30,0.00,4.81,1.00,0.00,1007.00,758.00,0.00,32.00,0.00,217.00
2011,12,EV,Atlantic Southeast Airlines,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",99.00,31.00,16.37,0.00,3.75,0.33,10.55,2.00,0.00,1629.00,975.00,0.00,92.00,30.00,532.00
2011,12,EV,Atlantic Southeast Airlines,BNA,"Nashville, TN: Nashville International",143.00,31.00,13.82,0.00,4.81,0.00,12.37,0.00,0.00,1801.00,1032.00,0.00,155.00,0.00,614.00
2011,12,EV,Atlantic Southeast Airlines,BOS,"Boston, MA: Logan International",82.00,8.00,2.74,1.00,0.87,0.00,3.39,3.00,0.00,806.00,182.00,104.00,167.00,0.00,353.00
2011,12,EV,Atlantic Southeast Airlines,BQK,"Brunswick, GA: Brunswick Golden Isles",81.00,11.00,5.97,0.00,1.06,0.00,3.96,0.00,0.00,1043.00,631.00,0.00,24.00,0.00,388.00
2011,12,EV,Atlantic Southeast Airlines,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",270.00,51.00,21.02,0.00,12.00,0.00,17.98,0.00,1.00,2995.00,1613.00,0.00,357.00,0.00,1025.00
2011,12,EV,Atlantic Southeast Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",34.00,10.00,5.00,0.00,1.52,0.00,3.48,1.00,0.00,626.00,382.00,0.00,56.00,0.00,188.00
2011,12,EV,Atlantic Southeast Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",52.00,4.00,1.42,0.00,0.58,0.00,2.00,1.00,0.00,392.00,222.00,0.00,21.00,0.00,149.00
2011,12,EV,Atlantic Southeast Airlines,CAE,"Columbia, SC: Columbia Metropolitan",284.00,61.00,29.06,0.00,4.49,0.00,27.46,4.00,0.00,4969.00,2592.00,0.00,239.00,0.00,2138.00
2011,12,EV,Atlantic Southeast Airlines,CAK,"Akron, OH: Akron-Canton Regional",89.00,14.00,10.06,0.00,1.13,0.00,2.81,0.00,0.00,886.00,532.00,0.00,55.00,0.00,299.00
2011,12,EV,Atlantic Southeast Airlines,CHA,"Chattanooga, TN: Lovell Field",281.00,65.00,24.76,2.20,7.97,0.00,30.07,1.00,0.00,3979.00,1508.00,190.00,323.00,0.00,1958.00
