year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,12,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",27.00,7.00,4.37,0.00,2.10,0.00,0.53,0.00,0.00,351.00,211.00,0.00,124.00,0.00,16.00
2022,12,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",69.00,3.00,0.61,0.00,0.02,0.00,2.37,0.00,0.00,136.00,38.00,0.00,1.00,0.00,97.00
2022,12,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,14.00,5.28,4.34,3.42,0.00,0.96,0.00,2.00,917.00,413.00,372.00,94.00,0.00,38.00
2022,12,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",47.00,10.00,5.12,0.57,1.00,1.00,2.31,0.00,0.00,488.00,141.00,50.00,77.00,57.00,163.00
2022,12,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",131.00,34.00,12.08,2.70,6.32,0.00,12.90,7.00,0.00,4017.00,756.00,985.00,280.00,0.00,1996.00
2022,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1691.00,257.00,61.47,6.66,60.43,0.00,128.44,7.00,2.00,21728.00,5919.00,2049.00,2327.00,0.00,11433.00
2022,12,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",93.00,19.00,7.53,1.38,7.83,0.00,2.26,9.00,0.00,2439.00,1125.00,919.00,261.00,0.00,134.00
2022,12,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",26.00,1.00,0.00,0.00,0.31,0.00,0.69,0.00,0.00,45.00,0.00,0.00,14.00,0.00,31.00
2022,12,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",53.00,6.00,3.61,0.00,1.00,0.00,1.39,3.00,0.00,288.00,149.00,0.00,17.00,0.00,122.00
2022,12,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62.00,10.00,3.55,0.00,6.45,0.00,0.00,2.00,1.00,382.00,150.00,0.00,232.00,0.00,0.00
2022,12,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",102.00,21.00,7.34,0.00,2.12,0.00,11.54,4.00,0.00,1440.00,623.00,0.00,97.00,0.00,720.00
2022,12,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",30.00,3.00,1.00,0.63,1.37,0.00,0.00,1.00,0.00,118.00,60.00,26.00,32.00,0.00,0.00
2022,12,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",135.00,25.00,4.35,0.00,11.49,0.00,9.16,9.00,0.00,969.00,115.00,0.00,350.00,0.00,504.00
2022,12,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",22.00,8.00,1.30,0.00,0.58,0.00,6.12,0.00,0.00,338.00,61.00,0.00,45.00,0.00,232.00
2022,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",175.00,26.00,11.07,0.00,6.42,0.00,8.51,8.00,0.00,1292.00,566.00,0.00,269.00,0.00,457.00
2022,12,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",60.00,14.00,10.10,2.21,1.45,0.00,0.24,0.00,0.00,923.00,662.00,112.00,131.00,0.00,18.00
2022,12,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",37.00,6.00,1.79,0.00,2.11,0.00,2.10,0.00,0.00,355.00,161.00,0.00,69.00,0.00,125.00
2022,12,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",151.00,26.00,9.80,0.96,8.48,0.00,6.76,10.00,0.00,1870.00,671.00,463.00,300.00,0.00,436.00
2022,12,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",236.00,33.00,9.36,0.14,4.33,0.00,19.18,28.00,0.00,1895.00,802.00,11.00,162.00,0.00,920.00
2022,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",61.00,9.00,2.48,1.00,2.17,0.00,3.35,1.00,0.00,953.00,155.00,579.00,69.00,0.00,150.00
2022,12,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",49.00,12.00,3.36,0.33,3.53,0.00,4.77,0.00,0.00,642.00,171.00,20.00,157.00,0.00,294.00
2022,12,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",74.00,9.00,2.94,0.00,2.78,0.00,3.28,1.00,0.00,331.00,170.00,0.00,71.00,0.00,90.00
2022,12,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",135.00,16.00,6.12,0.00,2.19,1.00,6.69,3.00,1.00,888.00,324.00,0.00,87.00,56.00,421.00
2022,12,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",134.00,21.00,9.24,0.00,5.29,0.00,6.47,4.00,0.00,1175.00,629.00,0.00,228.00,0.00,318.00
2022,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",59.00,14.00,6.05,0.83,4.61,0.00,2.50,1.00,0.00,1023.00,466.00,72.00,260.00,0.00,225.00
